LineId,Device,year,month,day,Time,Content,EventId,EventTemplate,ParameterList
1120,cup,2020,02,29,21:59:55,1j8A9L-0006mp-F9 => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8A9L-0006mp-F9', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1121,cup,2020,02,29,21:59:55,1j8A9L-0006mp-F9 Completed,4695c7f2,<*> Completed,['1j8A9L-0006mp-F9']
1122,cup,2020,02,29,22:00:56,1j8AAK-0006nU-0J <= marcelina@mail.cup.com U=www-data P=local S=1073 id=20200229220055.Horde.0T_86fOyKYTkIOKA92V4kAe@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AAK-0006nU-0J', '<= marcelina@mail.cup.com', 'www-data', 'local', '1073 id=20200229220055.Horde.0T_86fOyKYTkIOKA92V4kAe@mail.cup.com']"
1123,cup,2020,02,29,22:00:56,1j8AAK-0006nU-0J => daryl <daryl@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AAK-0006nU-0J', '=> daryl <daryl@mail.cup.com>', 'local_user', 'mail_spool']"
1124,cup,2020,02,29,22:00:56,1j8AAK-0006nU-0J Completed,4695c7f2,<*> Completed,['1j8AAK-0006nU-0J']
1125,cup,2020,02,29,22:04:25,Start queue run: pid=26212,86cf1be4,Start queue run: pid=<*>,['26212']
1126,cup,2020,02,29,22:04:25,End queue run: pid=26212,3c82302c,End queue run: pid=<*>,['26212']
1127,cup,2020,02,29,22:07:52,1j8AH2-0006qM-11 <= sunni@mail.cup.com U=www-data P=local S=994 id=20200229220751.Horde.IZNcDcDia7Cl36lJAGlpSvZ@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AH2-0006qM-11', '<= sunni@mail.cup.com', 'www-data', 'local', '994 id=20200229220751.Horde.IZNcDcDia7Cl36lJAGlpSvZ@mail.cup.com']"
1128,cup,2020,02,29,22:07:52,1j8AH2-0006qM-11 => danette <danette@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AH2-0006qM-11', '=> danette <danette@mail.cup.com>', 'local_user', 'mail_spool']"
1129,cup,2020,02,29,22:07:52,1j8AH2-0006qM-11 Completed,4695c7f2,<*> Completed,['1j8AH2-0006qM-11']
1130,cup,2020,02,29,22:08:21,1j8AHV-0006qv-6L <= karri@mail.cup.com U=www-data P=local S=16360 id=20200229220821.Horde.30Lxp4NPaq7Y2PFNRRZ3lHP@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AHV-0006qv-6L', '<= karri@mail.cup.com', 'www-data', 'local', '16360 id=20200229220821.Horde.30Lxp4NPaq7Y2PFNRRZ3lHP@mail.cup.com']"
1131,cup,2020,02,29,22:08:21,1j8AHV-0006qv-6L => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AHV-0006qv-6L', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1132,cup,2020,02,29,22:08:21,1j8AHV-0006qv-6L Completed,4695c7f2,<*> Completed,['1j8AHV-0006qv-6L']
1133,cup,2020,02,29,22:15:05,1j8AO1-0006vb-AA <= marcelina@mail.cup.com U=www-data P=local S=6447 id=20200229221505.Horde.W2dj9AuDL5IbCngsFCWDkmp@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AO1-0006vb-AA', '<= marcelina@mail.cup.com', 'www-data', 'local', '6447 id=20200229221505.Horde.W2dj9AuDL5IbCngsFCWDkmp@mail.cup.com']"
1134,cup,2020,02,29,22:15:05,1j8AO1-0006vb-AA => page <page@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AO1-0006vb-AA', '=> page <page@mail.cup.com>', 'local_user', 'mail_spool']"
1135,cup,2020,02,29,22:15:05,1j8AO1-0006vb-AA Completed,4695c7f2,<*> Completed,['1j8AO1-0006vb-AA']
1136,cup,2020,02,29,22:17:54,1j8AQk-0006xW-Hp <= sunni@mail.cup.com U=www-data P=local S=1512 id=20200229221754.Horde.qYdSiFkkJwhyXlyt69-k-ES@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AQk-0006xW-Hp', '<= sunni@mail.cup.com', 'www-data', 'local', '1512 id=20200229221754.Horde.qYdSiFkkJwhyXlyt69-k-ES@mail.cup.com']"
1137,cup,2020,02,29,22:17:54,1j8AQk-0006xW-Hp => bertie <bertie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AQk-0006xW-Hp', '=> bertie <bertie@mail.cup.com>', 'local_user', 'mail_spool']"
1138,cup,2020,02,29,22:17:54,1j8AQk-0006xW-Hp Completed,4695c7f2,<*> Completed,['1j8AQk-0006xW-Hp']
1139,cup,2020,02,29,22:19:11,1j8ARz-0006yQ-7I <= trula@mail.cup.com U=www-data P=local S=4341 id=20200229221911.Horde.btw4t7Up6TghL2lsX9nEoM4@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8ARz-0006yQ-7I', '<= trula@mail.cup.com', 'www-data', 'local', '4341 id=20200229221911.Horde.btw4t7Up6TghL2lsX9nEoM4@mail.cup.com']"
1140,cup,2020,02,29,22:19:11,1j8ARz-0006yQ-7I => della <della@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8ARz-0006yQ-7I', '=> della <della@mail.cup.com>', 'local_user', 'mail_spool']"
1141,cup,2020,02,29,22:19:11,1j8ARz-0006yQ-7I Completed,4695c7f2,<*> Completed,['1j8ARz-0006yQ-7I']
1142,cup,2020,02,29,22:24:02,1j8AWg-00070E-1m <= daryl@mail.cup.com U=www-data P=local S=1370 id=20200229222401.Horde.p2Htmq_EZ7wSVbuQlqwZAJL@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AWg-00070E-1m', '<= daryl@mail.cup.com', 'www-data', 'local', '1370 id=20200229222401.Horde.p2Htmq_EZ7wSVbuQlqwZAJL@mail.cup.com']"
1143,cup,2020,02,29,22:24:02,1j8AWg-00070E-1m => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AWg-00070E-1m', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
1144,cup,2020,02,29,22:24:02,1j8AWg-00070E-1m Completed,4695c7f2,<*> Completed,['1j8AWg-00070E-1m']
1145,cup,2020,02,29,22:26:07,1j8AYh-00071E-D0 <= karri@mail.cup.com U=www-data P=local S=10337 id=20200229222607.Horde.c4TRn_w-_giuXfdX8M-8yI9@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AYh-00071E-D0', '<= karri@mail.cup.com', 'www-data', 'local', '10337 id=20200229222607.Horde.c4TRn_w-_giuXfdX8M-8yI9@mail.cup.com']"
1146,cup,2020,02,29,22:26:07,1j8AYh-00071E-D0 => portia <portia@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AYh-00071E-D0', '=> portia <portia@mail.cup.com>', 'local_user', 'mail_spool']"
1147,cup,2020,02,29,22:26:07,1j8AYh-00071E-D0 => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AYh-00071E-D0', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
1148,cup,2020,02,29,22:26:07,1j8AYh-00071E-D0 Completed,4695c7f2,<*> Completed,['1j8AYh-00071E-D0']
1149,cup,2020,02,29,22:26:42,1j8AZG-00071a-0L <= marcelina@mail.cup.com U=www-data P=local S=1969 id=20200229222641.Horde.u8UELwwOM-NrhLFSyXhPGKZ@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AZG-00071a-0L', '<= marcelina@mail.cup.com', 'www-data', 'local', '1969 id=20200229222641.Horde.u8UELwwOM-NrhLFSyXhPGKZ@mail.cup.com']"
1150,cup,2020,02,29,22:26:42,1j8AZG-00071a-0L => daryl <daryl@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AZG-00071a-0L', '=> daryl <daryl@mail.cup.com>', 'local_user', 'mail_spool']"
1151,cup,2020,02,29,22:26:42,1j8AZG-00071a-0L => tiny <tiny@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AZG-00071a-0L', '=> tiny <tiny@mail.cup.com>', 'local_user', 'mail_spool']"
1152,cup,2020,02,29,22:26:42,1j8AZG-00071a-0L Completed,4695c7f2,<*> Completed,['1j8AZG-00071a-0L']
1153,cup,2020,02,29,22:27:22,1j8AZu-00072C-4J <= della@mail.cup.com U=www-data P=local S=1053 id=20200229222721.Horde.d1dN1ynKExPDlCcAOjQrM-M@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AZu-00072C-4J', '<= della@mail.cup.com', 'www-data', 'local', '1053 id=20200229222721.Horde.d1dN1ynKExPDlCcAOjQrM-M@mail.cup.com']"
1154,cup,2020,02,29,22:27:22,1j8AZu-00072C-4J => maile <maile@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AZu-00072C-4J', '=> maile <maile@mail.cup.com>', 'local_user', 'mail_spool']"
1155,cup,2020,02,29,22:27:22,1j8AZu-00072C-4J Completed,4695c7f2,<*> Completed,['1j8AZu-00072C-4J']
1156,cup,2020,02,29,22:34:25,Start queue run: pid=27251,86cf1be4,Start queue run: pid=<*>,['27251']
1157,cup,2020,02,29,22:34:25,End queue run: pid=27251,3c82302c,End queue run: pid=<*>,['27251']
1158,cup,2020,02,29,22:35:09,1j8AhR-00075y-Lx <= sunni@mail.cup.com U=www-data P=local S=997 id=20200229223509.Horde.pgNc1mKVsfpBhJJxyGj8dcA@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AhR-00075y-Lx', '<= sunni@mail.cup.com', 'www-data', 'local', '997 id=20200229223509.Horde.pgNc1mKVsfpBhJJxyGj8dcA@mail.cup.com']"
1159,cup,2020,02,29,22:35:09,1j8AhR-00075y-Lx => bertie <bertie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AhR-00075y-Lx', '=> bertie <bertie@mail.cup.com>', 'local_user', 'mail_spool']"
1160,cup,2020,02,29,22:35:09,1j8AhR-00075y-Lx Completed,4695c7f2,<*> Completed,['1j8AhR-00075y-Lx']
1161,cup,2020,02,29,22:36:06,1j8AiM-00076b-2T <= marcelina@mail.cup.com U=www-data P=local S=1387 id=20200229223605.Horde.ixm6j52nHqWGcw14VrHc6uA@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AiM-00076b-2T', '<= marcelina@mail.cup.com', 'www-data', 'local', '1387 id=20200229223605.Horde.ixm6j52nHqWGcw14VrHc6uA@mail.cup.com']"
1162,cup,2020,02,29,22:36:06,1j8AiM-00076b-2T => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AiM-00076b-2T', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
1163,cup,2020,02,29,22:36:06,1j8AiM-00076b-2T Completed,4695c7f2,<*> Completed,['1j8AiM-00076b-2T']
1164,cup,2020,02,29,22:38:01,1j8AkD-00077T-BC <= marcelina@mail.cup.com U=www-data P=local S=5667 id=20200229223801.Horde.VeDZRN2zVDIS7AQLX-PHKQO@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AkD-00077T-BC', '<= marcelina@mail.cup.com', 'www-data', 'local', '5667 id=20200229223801.Horde.VeDZRN2zVDIS7AQLX-PHKQO@mail.cup.com']"
1165,cup,2020,02,29,22:38:01,1j8AkD-00077T-BC => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AkD-00077T-BC', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
1166,cup,2020,02,29,22:38:01,1j8AkD-00077T-BC Completed,4695c7f2,<*> Completed,['1j8AkD-00077T-BC']
1167,cup,2020,02,29,22:38:39,1j8Akp-000785-AM <= karri@mail.cup.com U=www-data P=local S=16360 id=20200229223839.Horde.9vQAYko8OvqbJSGhKNCgqLS@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Akp-000785-AM', '<= karri@mail.cup.com', 'www-data', 'local', '16360 id=20200229223839.Horde.9vQAYko8OvqbJSGhKNCgqLS@mail.cup.com']"
1168,cup,2020,02,29,22:38:39,1j8Akp-000785-AM => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Akp-000785-AM', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1169,cup,2020,02,29,22:38:39,1j8Akp-000785-AM Completed,4695c7f2,<*> Completed,['1j8Akp-000785-AM']
1170,cup,2020,02,29,22:39:26,1j8Ala-00079X-6J <= marcelina@mail.cup.com U=www-data P=local S=5354 id=20200229223926.Horde.FhZJz0hi_B-gGQMjiBH0IO1@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Ala-00079X-6J', '<= marcelina@mail.cup.com', 'www-data', 'local', '5354 id=20200229223926.Horde.FhZJz0hi_B-gGQMjiBH0IO1@mail.cup.com']"
1171,cup,2020,02,29,22:39:26,1j8Ala-00079X-6J => page <page@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Ala-00079X-6J', '=> page <page@mail.cup.com>', 'local_user', 'mail_spool']"
1172,cup,2020,02,29,22:39:26,1j8Ala-00079X-6J => della <della@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Ala-00079X-6J', '=> della <della@mail.cup.com>', 'local_user', 'mail_spool']"
1173,cup,2020,02,29,22:39:26,1j8Ala-00079X-6J Completed,4695c7f2,<*> Completed,['1j8Ala-00079X-6J']
1174,cup,2020,02,29,22:40:28,1j8Ama-0007AO-Rs <= trula@mail.cup.com U=www-data P=local S=2844 id=20200229224028.Horde.buXkvhVu9UDSCMA5Skg7rKL@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Ama-0007AO-Rs', '<= trula@mail.cup.com', 'www-data', 'local', '2844 id=20200229224028.Horde.buXkvhVu9UDSCMA5Skg7rKL@mail.cup.com']"
1175,cup,2020,02,29,22:40:28,1j8Ama-0007AO-Rs => danette <danette@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Ama-0007AO-Rs', '=> danette <danette@mail.cup.com>', 'local_user', 'mail_spool']"
1176,cup,2020,02,29,22:40:28,1j8Ama-0007AO-Rs => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Ama-0007AO-Rs', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1177,cup,2020,02,29,22:40:28,1j8Ama-0007AO-Rs Completed,4695c7f2,<*> Completed,['1j8Ama-0007AO-Rs']
1178,cup,2020,02,29,22:41:51,1j8Anv-0007BS-Ul <= karri@mail.cup.com U=www-data P=local S=4581 id=20200229224151.Horde.h5Y3u6oFR_TWqBtanEHQ0Qn@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Anv-0007BS-Ul', '<= karri@mail.cup.com', 'www-data', 'local', '4581 id=20200229224151.Horde.h5Y3u6oFR_TWqBtanEHQ0Qn@mail.cup.com']"
1179,cup,2020,02,29,22:41:52,1j8Anv-0007BS-Ul => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Anv-0007BS-Ul', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1180,cup,2020,02,29,22:41:52,1j8Anv-0007BS-Ul Completed,4695c7f2,<*> Completed,['1j8Anv-0007BS-Ul']
1181,cup,2020,02,29,22:42:54,1j8Aow-0007C1-Fh <= sunni@mail.cup.com U=www-data P=local S=3721 id=20200229224254.Horde.RtZv1YPbZbKXhjrMbIBpPpL@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Aow-0007C1-Fh', '<= sunni@mail.cup.com', 'www-data', 'local', '3721 id=20200229224254.Horde.RtZv1YPbZbKXhjrMbIBpPpL@mail.cup.com']"
1182,cup,2020,02,29,22:42:54,1j8Aow-0007C1-Fh => irwin <irwin@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Aow-0007C1-Fh', '=> irwin <irwin@mail.cup.com>', 'local_user', 'mail_spool']"
1183,cup,2020,02,29,22:42:54,1j8Aow-0007C1-Fh Completed,4695c7f2,<*> Completed,['1j8Aow-0007C1-Fh']
1184,cup,2020,02,29,22:43:38,1j8Ape-0007CW-Ry <= karri@mail.cup.com U=www-data P=local S=992 id=20200229224338.Horde.v1gkIPeHYXXEm53BmIvhQ72@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Ape-0007CW-Ry', '<= karri@mail.cup.com', 'www-data', 'local', '992 id=20200229224338.Horde.v1gkIPeHYXXEm53BmIvhQ72@mail.cup.com']"
1185,cup,2020,02,29,22:43:38,1j8Ape-0007CW-Ry => bertie <bertie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Ape-0007CW-Ry', '=> bertie <bertie@mail.cup.com>', 'local_user', 'mail_spool']"
1186,cup,2020,02,29,22:43:38,1j8Ape-0007CW-Ry => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Ape-0007CW-Ry', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
1187,cup,2020,02,29,22:43:38,1j8Ape-0007CW-Ry Completed,4695c7f2,<*> Completed,['1j8Ape-0007CW-Ry']
1188,cup,2020,02,29,22:43:49,1j8App-0007Cj-Fl <= danette@mail.cup.com U=www-data P=local S=1112 id=20200229224349.Horde.Yq3mkgCrmrvGnLGGeVV3-BR@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8App-0007Cj-Fl', '<= danette@mail.cup.com', 'www-data', 'local', '1112 id=20200229224349.Horde.Yq3mkgCrmrvGnLGGeVV3-BR@mail.cup.com']"
1189,cup,2020,02,29,22:43:49,1j8App-0007Cj-Fl => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8App-0007Cj-Fl', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1190,cup,2020,02,29,22:43:49,1j8App-0007Cj-Fl Completed,4695c7f2,<*> Completed,['1j8App-0007Cj-Fl']
1191,cup,2020,02,29,22:48:16,1j8Au8-0007F3-HR <= trula@mail.cup.com U=www-data P=local S=999 id=20200229224816.Horde.L5KkNwBcW9WcPtoEAJXeJc1@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Au8-0007F3-HR', '<= trula@mail.cup.com', 'www-data', 'local', '999 id=20200229224816.Horde.L5KkNwBcW9WcPtoEAJXeJc1@mail.cup.com']"
1192,cup,2020,02,29,22:48:16,1j8Au8-0007F3-HR => irwin <irwin@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Au8-0007F3-HR', '=> irwin <irwin@mail.cup.com>', 'local_user', 'mail_spool']"
1193,cup,2020,02,29,22:48:16,1j8Au8-0007F3-HR Completed,4695c7f2,<*> Completed,['1j8Au8-0007F3-HR']
1194,cup,2020,02,29,22:50:11,1j8Avz-0007GB-1x <= della@mail.cup.com U=www-data P=local S=1057 id=20200229225010.Horde.P6RfwRMrmviZOcQ6QkUGo-Z@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8Avz-0007GB-1x', '<= della@mail.cup.com', 'www-data', 'local', '1057 id=20200229225010.Horde.P6RfwRMrmviZOcQ6QkUGo-Z@mail.cup.com']"
1195,cup,2020,02,29,22:50:11,1j8Avz-0007GB-1x => portia <portia@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8Avz-0007GB-1x', '=> portia <portia@mail.cup.com>', 'local_user', 'mail_spool']"
1196,cup,2020,02,29,22:50:11,1j8Avz-0007GB-1x Completed,4695c7f2,<*> Completed,['1j8Avz-0007GB-1x']
1197,cup,2020,02,29,22:51:49,1j8AxZ-0007HE-Bo <= karri@mail.cup.com U=www-data P=local S=1963 id=20200229225149.Horde.Jh5QdTmV9Y8iIIyHvXeiZje@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8AxZ-0007HE-Bo', '<= karri@mail.cup.com', 'www-data', 'local', '1963 id=20200229225149.Horde.Jh5QdTmV9Y8iIIyHvXeiZje@mail.cup.com']"
1198,cup,2020,02,29,22:51:49,1j8AxZ-0007HE-Bo => sunni <sunni@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8AxZ-0007HE-Bo', '=> sunni <sunni@mail.cup.com>', 'local_user', 'mail_spool']"
1199,cup,2020,02,29,22:51:49,1j8AxZ-0007HE-Bo Completed,4695c7f2,<*> Completed,['1j8AxZ-0007HE-Bo']
1200,cup,2020,02,29,22:58:21,1j8B3t-0007JI-QL <= daryl@mail.cup.com U=www-data P=local S=1210 id=20200229225821.Horde.GnUN3hfFHBPe_AyXYSZ8B28@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8B3t-0007JI-QL', '<= daryl@mail.cup.com', 'www-data', 'local', '1210 id=20200229225821.Horde.GnUN3hfFHBPe_AyXYSZ8B28@mail.cup.com']"
1201,cup,2020,02,29,22:58:21,1j8B3t-0007JI-QL => latrice <latrice@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8B3t-0007JI-QL', '=> latrice <latrice@mail.cup.com>', 'local_user', 'mail_spool']"
1202,cup,2020,02,29,22:58:21,1j8B3t-0007JI-QL Completed,4695c7f2,<*> Completed,['1j8B3t-0007JI-QL']
1203,cup,2020,02,29,23:04:25,Start queue run: pid=28199,86cf1be4,Start queue run: pid=<*>,['28199']
1204,cup,2020,02,29,23:04:25,End queue run: pid=28199,3c82302c,End queue run: pid=<*>,['28199']
1205,cup,2020,02,29,23:05:38,1j8BAw-0007LG-Qa <= sunni@mail.cup.com U=www-data P=local S=1361 id=20200229230538.Horde.kI4LxjglfU_RiBS7O56wLx6@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8BAw-0007LG-Qa', '<= sunni@mail.cup.com', 'www-data', 'local', '1361 id=20200229230538.Horde.kI4LxjglfU_RiBS7O56wLx6@mail.cup.com']"
1206,cup,2020,02,29,23:05:38,1j8BAw-0007LG-Qa => danette <danette@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8BAw-0007LG-Qa', '=> danette <danette@mail.cup.com>', 'local_user', 'mail_spool']"
1207,cup,2020,02,29,23:05:38,1j8BAw-0007LG-Qa Completed,4695c7f2,<*> Completed,['1j8BAw-0007LG-Qa']
1208,cup,2020,02,29,23:12:12,1j8BHI-0007Nz-3f <= daryl@mail.cup.com U=www-data P=local S=6791 id=20200229231211.Horde.FQXxDIcooiEwgWUWpSyMUnX@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8BHI-0007Nz-3f', '<= daryl@mail.cup.com', 'www-data', 'local', '6791 id=20200229231211.Horde.FQXxDIcooiEwgWUWpSyMUnX@mail.cup.com']"
1209,cup,2020,02,29,23:12:12,1j8BHI-0007Nz-3f => page <page@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8BHI-0007Nz-3f', '=> page <page@mail.cup.com>', 'local_user', 'mail_spool']"
1210,cup,2020,02,29,23:12:12,1j8BHI-0007Nz-3f => portia <portia@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8BHI-0007Nz-3f', '=> portia <portia@mail.cup.com>', 'local_user', 'mail_spool']"
1211,cup,2020,02,29,23:12:12,1j8BHI-0007Nz-3f Completed,4695c7f2,<*> Completed,['1j8BHI-0007Nz-3f']
1212,cup,2020,02,29,23:14:05,1j8BJ7-0007Om-AI <= sunni@mail.cup.com U=www-data P=local S=2298 id=20200229231405.Horde.kZoWgvo5G6xvr1Utr9YQWMN@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8BJ7-0007Om-AI', '<= sunni@mail.cup.com', 'www-data', 'local', '2298 id=20200229231405.Horde.kZoWgvo5G6xvr1Utr9YQWMN@mail.cup.com']"
1213,cup,2020,02,29,23:14:05,1j8BJ7-0007Om-AI => danette <danette@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8BJ7-0007Om-AI', '=> danette <danette@mail.cup.com>', 'local_user', 'mail_spool']"
1214,cup,2020,02,29,23:14:05,1j8BJ7-0007Om-AI Completed,4695c7f2,<*> Completed,['1j8BJ7-0007Om-AI']
1215,cup,2020,02,29,23:14:58,1j8BJy-0007PF-Le <= daryl@mail.cup.com U=www-data P=local S=1215 id=20200229231458.Horde.P1ITqDv-KbaiZTRr0aQ5nJv@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8BJy-0007PF-Le', '<= daryl@mail.cup.com', 'www-data', 'local', '1215 id=20200229231458.Horde.P1ITqDv-KbaiZTRr0aQ5nJv@mail.cup.com']"
1216,cup,2020,02,29,23:14:58,1j8BJy-0007PF-Le => georgie <georgie@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8BJy-0007PF-Le', '=> georgie <georgie@mail.cup.com>', 'local_user', 'mail_spool']"
1217,cup,2020,02,29,23:14:58,1j8BJy-0007PF-Le Completed,4695c7f2,<*> Completed,['1j8BJy-0007PF-Le']
1218,cup,2020,02,29,23:17:03,1j8BLz-0007Py-QK <= sunni@mail.cup.com U=www-data P=local S=4014 id=20200229231703.Horde.8cw8DVDgOSbhLBEm6sKCXWk@mail.cup.com,fd3d2742,<*> <= <*> U=<*> P=<*> S=<*> <*>,"['1j8BLz-0007Py-QK', '<= sunni@mail.cup.com', 'www-data', 'local', '4014 id=20200229231703.Horde.8cw8DVDgOSbhLBEm6sKCXWk@mail.cup.com']"
1219,cup,2020,02,29,23:17:03,1j8BLz-0007Py-QK => karri <karri@mail.cup.com> R=local_user T=mail_spool,b255e569,<*> => <*> <*> R=<*> T=<*>,"['1j8BLz-0007Py-QK', '=> karri <karri@mail.cup.com>', 'local_user', 'mail_spool']"
